dt,open,high,low,close,volume,value
2022-08-19 04:10:00,23342.5,23347.5,23335.6,23340.2,266.841,6228455.85945
2022-08-19 04:11:00,23340.3,23340.3,23327.5,23339.3,113.716,2653773.2346
2022-08-19 04:12:00,23339.2,23343.9,23335.6,23341.9,142.526,3326578.2189000007
2022-08-19 04:13:00,23341.9,23353.0,23337.4,23352.6,208.147,4859446.695075
2022-08-19 04:14:00,23352.7,23378.2,23351.8,23360.0,520.06,12148952.640499998
2022-08-19 04:15:00,23360.0,23374.8,23359.9,23363.4,270.7,6324776.9175
2022-08-19 04:16:00,23363.4,23370.0,23340.1,23341.4,358.765,8378499.149625
2022-08-19 04:17:00,23341.4,23372.6,23336.6,23358.2,438.433,10238375.1026
2022-08-19 04:18:00,23358.3,23385.0,23358.2,23385.0,218.29,5101792.02125
2022-08-19 04:19:00,23385.0,23394.5,23379.5,23390.0,519.267,12144227.145750001
2022-08-19 04:20:00,23389.9,23394.0,23381.1,23382.9,346.885,8112590.822875
2022-08-19 04:21:00,23382.9,23392.0,23380.2,23380.2,148.938,3482740.12785
2022-08-19 04:22:00,23380.2,23383.2,23379.5,23382.9,133.152,3113286.8303999994
2022-08-19 04:23:00,23382.9,23394.7,23382.9,23393.7,189.479,4431639.065450001
2022-08-19 04:24:00,23393.8,23427.5,23391.4,23408.3,845.726,19794428.461500004
2022-08-19 04:25:00,23408.4,23408.4,23395.7,23397.9,161.708,3784387.6407999997
2022-08-19 04:26:00,23397.9,23408.8,23396.0,23406.1,184.162,4309795.9564
2022-08-19 04:27:00,23406.1,23406.1,23389.8,23391.8,168.004,3931033.1938
2022-08-19 04:28:00,23391.9,23395.6,23381.5,23381.5,166.811,3901313.1138750003
2022-08-19 04:29:00,23381.6,23389.0,23380.0,23380.0,183.717,4295790.31005
2022-08-19 04:30:00,23380.1,23399.3,23367.3,23399.2,310.603,7263909.2944249995
2022-08-19 04:31:00,23399.3,23399.3,23388.9,23395.0,138.079,3230444.504375
2022-08-19 04:32:00,23394.9,23411.0,23394.9,23410.8,201.022,4704497.7638
2022-08-19 04:33:00,23410.8,23424.7,23408.4,23416.7,269.055,6299963.18325
2022-08-19 04:34:00,23416.7,23416.7,23408.5,23412.5,118.802,2781582.5072
2022-08-19 04:35:00,23412.6,23412.6,23399.7,23399.7,137.928,3228363.4571999996
2022-08-19 04:36:00,23399.7,23401.6,23393.8,23397.5,133.541,3124612.34915
2022-08-19 04:37:00,23397.6,23410.8,23394.7,23410.7,141.346,3307984.0437
2022-08-19 04:38:00,23410.8,23419.6,23408.6,23414.8,172.625,4041746.80625
2022-08-19 04:39:00,23414.8,23420.0,23408.1,23408.1,159.39,3731758.2224999997
2022-08-19 04:40:00,23408.2,23408.2,23385.7,23391.6,204.454,4783901.584950001
2022-08-19 04:41:00,23391.5,23398.0,23388.8,23388.9,165.451,3870196.7018000004
2022-08-19 04:42:00,23388.8,23402.8,23388.8,23393.2,109.349,2558044.8965999996
2022-08-19 04:43:00,23393.2,23395.6,23390.1,23390.1,85.87,2008692.5075
2022-08-19 04:44:00,23390.1,23394.9,23386.4,23394.8,97.425,2278921.75875
2022-08-19 04:45:00,23394.9,23396.6,23387.1,23388.4,128.823,3013395.41025
2022-08-19 04:46:00,23388.4,23389.3,23377.2,23377.2,148.887,3481428.4431749997
2022-08-19 04:47:00,23377.2,23389.3,23375.8,23384.5,205.814,4812281.2038
2022-08-19 04:48:00,23384.5,23386.0,23363.7,23363.7,222.169,5193083.736275
2022-08-19 04:49:00,23363.7,23386.6,23363.7,23380.9,156.223,3651513.440675
2022-08-19 04:50:00,23381.0,23381.0,23371.2,23377.7,174.693,4083924.913425
2022-08-19 04:51:00,23377.7,23377.8,23370.0,23370.0,114.186,2668969.29075
2022-08-19 04:52:00,23370.1,23374.6,23370.0,23374.6,93.413,2183278.9952249997
2022-08-19 04:53:00,23374.5,23374.5,23365.8,23365.8,92.073,2151759.82095
2022-08-19 04:54:00,23365.9,23369.9,23365.8,23365.9,142.102,3320479.67125
2022-08-19 04:55:00,23365.9,23374.5,23360.4,23362.9,197.329,4610774.614325001
2022-08-19 04:56:00,23363.0,23364.6,23352.0,23352.0,145.446,3397313.1234000004
2022-08-19 04:57:00,23352.0,23361.1,23345.8,23345.9,280.72,6555148.864
2022-08-19 04:58:00,23345.9,23356.5,23341.8,23353.8,333.555,7788342.4725
2022-08-19 04:59:00,23353.8,23356.8,23326.1,23340.0,307.042,7167642.180349999
2022-08-19 05:00:00,23339.9,23340.2,23335.8,23337.8,163.262,3810277.9423500006
2022-08-19 05:01:00,23337.7,23343.6,23337.7,23343.6,161.305,3764963.5482500005
2022-08-19 05:02:00,23343.6,23369.1,23343.5,23366.7,284.579,6646548.864775
2022-08-19 05:03:00,23366.7,23370.0,23356.6,23357.6,207.523,4848302.7801749995
2022-08-19 05:04:00,23357.5,23364.7,23357.5,23363.0,76.095,1777630.564125
2022-08-19 05:05:00,23362.9,23363.0,23330.9,23335.2,147.708,3448686.384
2022-08-19 05:06:00,23335.1,23347.5,23334.1,23334.7,234.521,5473215.919849999
2022-08-19 05:07:00,23334.6,23336.9,23315.6,23317.1,308.532,7196832.858600001
2022-08-19 05:08:00,23317.1,23328.1,23316.5,23316.5,162.286,3784436.4913
2022-08-19 05:09:00,23316.6,23322.2,23312.9,23320.0,207.899,4847773.289575
2022-08-19 05:10:00,23320.0,23326.5,23320.0,23320.2,155.233,3620293.575275
2022-08-19 05:11:00,23320.2,23338.6,23320.2,23333.1,124.537,2905202.2494250005
2022-08-19 05:12:00,23333.1,23350.0,23333.0,23346.8,139.834,3263826.9396500005
2022-08-19 05:13:00,23346.7,23359.9,23346.7,23357.3,145.549,3398954.8548500002
2022-08-19 05:14:00,23357.3,23399.7,23354.0,23393.7,557.586,13034227.91355
2022-08-19 05:15:00,23393.6,23414.4,23393.6,23398.4,413.131,9667265.399999999
2022-08-19 05:16:00,23398.0,23403.1,23383.8,23386.7,269.956,6315053.7124
2022-08-19 05:17:00,23386.8,23386.8,23364.6,23368.0,202.493,4733587.73915
2022-08-19 05:18:00,23368.1,23371.0,23350.0,23353.6,247.38,5778963.7815000005
2022-08-19 05:19:00,23353.6,23353.6,23341.0,23341.1,156.953,3664432.7007249994
2022-08-19 05:20:00,23341.1,23367.9,23335.6,23367.8,193.173,4511188.3863
2022-08-19 05:21:00,23367.8,23372.7,23360.9,23371.4,91.655,2141812.371
2022-08-19 05:22:00,23371.4,23386.0,23371.3,23382.8,137.146,3206182.04475
2022-08-19 05:23:00,23382.8,23390.0,23381.6,23386.6,92.121,2154272.61525
2022-08-19 05:24:00,23386.6,23386.7,23373.9,23377.1,86.95,2032984.4712500004
2022-08-19 05:25:00,23377.1,23377.1,23371.5,23376.8,52.618,1229978.63625
2022-08-19 05:26:00,23376.8,23376.9,23360.3,23360.3,103.091,2409089.765325
2022-08-19 05:27:00,23360.3,23375.9,23360.3,23375.8,166.76,3896860.187
2022-08-19 05:28:00,23375.9,23382.1,23375.8,23381.8,96.489,2255806.6821000003
2022-08-19 05:29:00,23381.8,23382.3,23378.6,23381.6,52.513,1227810.3914749997
2022-08-19 05:30:00,23381.7,23391.3,23381.7,23390.0,85.038,1988713.54965
2022-08-19 05:31:00,23390.0,23409.0,23388.5,23405.5,311.027,7277487.50275
2022-08-19 05:32:00,23405.4,23426.4,23404.3,23407.0,482.857,11304056.584175002
2022-08-19 05:33:00,23407.1,23410.0,23400.4,23403.0,108.353,2536015.509125
2022-08-19 05:34:00,23402.9,23404.9,23400.0,23401.2,171.571,4015147.43475
2022-08-19 05:35:00,23401.1,23402.8,23398.4,23398.4,84.56,1978718.7979999997
2022-08-19 05:36:00,23398.4,23401.8,23396.4,23399.9,96.433,2256447.8211250002
2022-08-19 05:37:00,23400.0,23417.0,23399.9,23416.9,177.305,4150435.2272499995
2022-08-19 05:38:00,23417.0,23441.4,23416.9,23430.2,458.279,10735815.708625
2022-08-19 05:39:00,23430.2,23432.5,23424.3,23424.3,263.739,6178831.137674999
2022-08-19 05:40:00,23424.3,23431.7,23419.3,23422.8,160.406,3757434.3571500005
2022-08-19 05:41:00,23422.8,23422.9,23405.5,23409.0,154.296,3612848.5547999996
2022-08-19 05:42:00,23408.9,23409.0,23393.2,23400.0,114.069,2669531.1414750004
2022-08-19 05:43:00,23400.0,23410.7,23399.9,23401.9,130.936,3064311.575
2022-08-19 05:44:00,23401.8,23403.5,23398.0,23400.1,90.102,2108463.3867
2022-08-19 05:45:00,23400.0,23400.2,23396.2,23400.1,159.848,3740303.333
2022-08-19 05:46:00,23400.1,23400.2,23396.1,23396.1,74.321,1738972.048125
2022-08-19 05:47:00,23396.1,23398.9,23396.1,23398.4,97.912,2290883.781
2022-08-19 05:48:00,23398.4,23414.0,23398.3,23413.7,100.127,2343582.5746999998
2022-08-19 05:49:00,23413.8,23421.7,23408.5,23408.5,120.376,2818378.335
2022-08-19 05:50:00,23408.6,23411.3,23405.1,23408.4,68.577,1605274.41795
2022-08-19 05:51:00,23408.4,23429.5,23405.3,23420.7,232.983,5455524.103425
2022-08-19 05:52:00,23420.7,23426.2,23420.0,23422.0,105.95,2481584.73875
2022-08-19 05:53:00,23422.0,23422.1,23405.8,23407.1,205.306,4807086.0105
2022-08-19 05:54:00,23407.1,23418.0,23407.0,23411.7,98.529,2306657.49255
2022-08-19 05:55:00,23411.7,23411.8,23407.8,23411.6,70.988,1661880.5462999998
2022-08-19 05:56:00,23411.6,23417.0,23411.6,23412.5,53.435,1251083.006125
2022-08-19 05:57:00,23412.4,23416.0,23405.7,23405.8,56.994,1334228.1151500002
2022-08-19 05:58:00,23405.7,23407.0,23396.3,23402.7,190.681,4462493.141925001
2022-08-19 05:59:00,23402.7,23405.0,23393.8,23405.0,70.686,1654167.26475
2022-08-19 06:00:00,23404.9,23409.5,23400.0,23405.6,149.063,3488819.5149999997
2022-08-19 06:01:00,23405.6,23406.5,23402.1,23402.1,96.588,2260552.7960999995
2022-08-19 06:02:00,23402.2,23402.2,23396.6,23396.6,76.863,1798548.0822
2022-08-19 06:03:00,23396.6,23399.3,23392.7,23399.3,56.496,1321835.4996
2022-08-19 06:04:00,23399.3,23409.0,23399.2,23409.0,51.71,1210227.30375
2022-08-19 06:05:00,23409.0,23415.0,23408.9,23413.1,57.414,1344147.861
2022-08-19 06:06:00,23413.0,23413.1,23384.1,23384.2,112.158,2624340.1788
2022-08-19 06:07:00,23384.2,23390.4,23381.3,23383.8,116.818,2731780.1686500004
2022-08-19 06:08:00,23383.8,23386.0,23382.9,23385.8,83.186,1945273.4152500005
2022-08-19 06:09:00,23385.8,23385.9,23383.1,23383.1,74.892,1751310.1016999998
2022-08-19 06:10:00,23383.1,23383.2,23377.9,23381.1,224.396,5246675.8047
2022-08-19 06:11:00,23381.0,23381.1,23366.0,23366.1,199.415,4661036.473250001
2022-08-19 06:12:00,23366.1,23369.9,23360.7,23369.9,197.943,4625264.800950001
2022-08-19 06:13:00,23369.9,23372.4,23369.8,23372.3,70.03,1636678.1330000001
